SLAMBench Report run started:	2020-02-23 09:32:03

Properties:
=================

frame-limit: 0
log-file: ./experiments/config-experiments/ICL2-KF-INT-00800.log
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-slam-library: ./build/lib/libkfusion-cpp-library.dylib
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
load-filter-library: ./build/lib/libint-skip-flow-filter.dylib
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4
skip-threshold: 0.008

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	X	Y	Z
252	10.0400000000	0.0072192885	0.0048679843	0.0074522495	0.0081708345	0.5809630000	0.0802360000	0.0548970000	0.0000010000	0.4432370000	0.0024100000	0	0	3.4475769997	4.1975812912	5.6410908699
253	10.0800000000	0.0071596620	0.0048770424	0.0074522495	0.0081555432	1.0950230000	0.0798820000	0.0714640000	0.0465840000	0.4440250000	0.4528830000	0	0	3.4551205635	4.1944413185	5.6509113312
254	10.1200000000	0.0072314618	0.0048863117	0.0074522495	0.0081758110	0.5809820000	0.0807830000	0.0530350000	0.0000010000	0.4444930000	0.0024870000	0	0	3.4649107456	4.1983122826	5.6597952843
255	10.1600000000	0.0072321631	0.0048955111	0.0074522495	0.0081910585	0.6257950000	0.0806850000	0.0557030000	0.0458830000	0.4409970000	0.0023390000	0	0	3.4757940769	4.2051801682	5.6687030792
256	10.2000000000	0.0072652982	0.0049047681	0.0074522495	0.0081785639	0.5680160000	0.0805440000	0.0446460000	0.0000000000	0.4402880000	0.0023540000	0	0	3.4869959354	4.2101140022	5.6771597862
257	10.2400000000	0.0072123022	0.0049137469	0.0074522495	0.0081642828	1.0707110000	0.0800360000	0.0552940000	0.0460680000	0.4393500000	0.4497380000	0	0	3.4963631630	4.2097663879	5.6859660149
258	10.2800000000	0.0072267223	0.0049227119	0.0074522495	0.0081484280	0.5766860000	0.0796010000	0.0554710000	0.0000010000	0.4390570000	0.0023500000	0	0	3.5067136288	4.2148523331	5.6947937012
259	10.3200000000	0.0072493460	0.0049316950	0.0074522495	0.0081426005	0.6196340000	0.0793090000	0.0551220000	0.0458640000	0.4366750000	0.0024490000	0	0	3.5171959400	4.2187533379	5.7012019157
260	10.3600000000	0.0072519951	0.0049406192	0.0074522495	0.0081486277	0.5682960000	0.0788210000	0.0532850000	0.0000010000	0.4336160000	0.0023850000	0	0	3.5271730423	4.2203540802	5.7094364166
261	10.4000000000	0.0071925232	0.0049492472	0.0074522495	0.0081483464	1.0593490000	0.0791860000	0.0527850000	0.0456790000	0.4353080000	0.4461980000	0	0	3.5367360115	4.2198190689	5.7162728310
262	10.4400000000	0.0072121145	0.0049578841	0.0074522495	0.0081359642	0.5714770000	0.0789780000	0.0547800000	0.0000010000	0.4352240000	0.0023030000	0	0	3.5462644100	4.2201099396	5.7234826088
263	10.4800000000	0.0071829641	0.0049663445	0.0074522495	0.0081224943	0.6179100000	0.0785600000	0.0554060000	0.0454650000	0.4358310000	0.0024450000	0	0	3.5570573807	4.2215270996	5.7290954590
264	10.5200000000	0.0071723033	0.0049747004	0.0074522495	0.0081122195	0.5976180000	0.0791150000	0.0816810000	0.0000010000	0.4342830000	0.0023380000	0	0	3.5673718452	4.2211647034	5.7350811958
265	10.5600000000	0.0072257533	0.0049831950	0.0074522495	0.0080970975	1.0579790000	0.0788900000	0.0527960000	0.0457040000	0.4339130000	0.4464810000	0	0	3.5786204338	4.2230968475	5.7412815094
266	10.6000000000	0.0071348231	0.0049912838	0.0074522495	0.0080862935	0.5739330000	0.0783650000	0.0619310000	0.0000000000	0.4311110000	0.0023280000	0	0	3.5906050205	4.2253236771	5.7456026077
267	10.6400000000	0.0071600103	0.0049994064	0.0074522495	0.0080826050	0.6125170000	0.0785640000	0.0550710000	0.0453570000	0.4309960000	0.0023300000	0	0	3.6018710136	4.2244324684	5.7496213913
268	10.6800000000	0.0071790912	0.0050075395	0.0074522495	0.0080758414	0.5752550000	0.0782580000	0.0642070000	0.0000000000	0.4302530000	0.0023380000	0	0	3.6132102013	4.2238888741	5.7556648254
269	10.7200000000	0.0071298629	0.0050154292	0.0074522495	0.0080648639	1.0511630000	0.0788120000	0.0529670000	0.0452000000	0.4318650000	0.4421220000	0	0	3.6251096725	4.2236847878	5.7579913139
270	10.7600000000	0.0071178875	0.0050232161	0.0074522495	0.0080556089	0.5622370000	0.0777720000	0.0546210000	0.0000010000	0.4272970000	0.0023410000	0	0	3.6505076885	4.2284135818	5.7683362961
271	10.8000000000	0.0071071233	0.0050309058	0.0074522495	0.0080726399	0.6026480000	0.0780250000	0.0525300000	0.0454310000	0.4240530000	0.0024080000	0	0	3.6648347378	4.2321515083	5.7716712952
272	10.8400000000	0.0071172761	0.0050385762	0.0074522495	0.0081346054	0.5534200000	0.0776160000	0.0530070000	0.0000010000	0.4202520000	0.0023450000	0	0	3.6767871380	4.2302832603	5.7751111984
273	10.8800000000	0.0071191038	0.0050461972	0.0074522495	0.0081430508	1.0252560000	0.0779140000	0.0552480000	0.0444640000	0.4182610000	0.4291410000	0	0	3.6893951893	4.2310099602	5.7796678543
274	10.9200000000	0.0071475259	0.0050538663	0.0074522495	0.0081519186	0.5508540000	0.0783190000	0.0551730000	0.0000010000	0.4148080000	0.0023440000	0	0	3.7026751041	4.2322463989	5.7833566666
275	10.9600000000	0.0071270289	0.0050614051	0.0074522495	0.0081575686	0.5850900000	0.0778940000	0.0465120000	0.0442580000	0.4138880000	0.0023320000	0	0	3.7155640125	4.2321867943	5.7861218452
276	11.0000000000	0.0071478086	0.0050689645	0.0074522495	0.0081547609	0.5459740000	0.0775320000	0.0540670000	0.0000000000	0.4118260000	0.0023460000	0	0	3.7290294170	4.2340888977	5.7898845673
277	11.0400000000	0.0071679186	0.0050765420	0.0074522495	0.0081603469	1.0089970000	0.0777300000	0.0528340000	0.0443800000	0.4111420000	0.4226720000	0	0	3.7425992489	4.2355880737	5.7932372093
278	11.0800000000	0.0071917605	0.0050841507	0.0074522495	0.0081662166	0.5433240000	0.0774050000	0.0554180000	0.0000000000	0.4080420000	0.0022570000	0	0	3.7561869621	4.2373499870	5.7966256142
279	11.1200000000	0.0071720122	0.0050916340	0.0074522495	0.0081755353	0.5853350000	0.0774560000	0.0551710000	0.0438730000	0.4062940000	0.0023400000	0	0	3.7701401711	4.2390966415	5.8006148338
280	11.1600000000	0.0071711019	0.0050990607	0.0074522495	0.0081838433	0.5393920000	0.0775870000	0.0551140000	0.0000000000	0.4040030000	0.0024610000	0	0	3.7841420174	4.2415952682	5.8037881851
281	11.2000000000	0.0072021643	0.0051065451	0.0074522495	0.0081902042	0.9924070000	0.0775930000	0.0557430000	0.0442830000	0.4021760000	0.4123930000	0	0	3.7972922325	4.2424721718	5.8063907623
282	11.2400000000	0.0071795178	0.0051138960	0.0074522495	0.0081855298	0.5354560000	0.0773370000	0.0556130000	0.0000010000	0.4000230000	0.0022820000	0	0	3.8091387749	4.2414684296	5.8109889030
283	11.2800000000	0.0071693873	0.0051211592	0.0074522495	0.0081712240	0.5780490000	0.0775050000	0.0557890000	0.0435530000	0.3987130000	0.0022760000	0	0	3.8214337826	4.2427735329	5.8134727478
284	11.3200000000	0.0072012139	0.0051284834	0.0074522495	0.0081603374	0.5334250000	0.0780650000	0.0555170000	0.0000010000	0.3974190000	0.0022030000	0	0	3.8340234756	4.2448945045	5.8188323975
285	11.3600000000	0.0073052407	0.0051361211	0.0074522495	0.0081575776	0.9867510000	0.0785130000	0.0622290000	0.0436980000	0.3966410000	0.4054620000	0	0	3.8456349373	4.2461028099	5.8229665756
286	11.4000000000	0.0071966816	0.0051433259	0.0074522495	0.0081495123	0.5389790000	0.0780910000	0.0647070000	0.0000000000	0.3936400000	0.0023260000	0	0	3.8561344147	4.2459516525	5.8269910812
287	11.4400000000	0.0072420673	0.0051506386	0.0074522495	0.0081353365	0.5689890000	0.0778770000	0.0526890000	0.0431120000	0.3927370000	0.0023490000	0	0	3.8656661510	4.2456107140	5.8311882019
288	11.4800000000	0.0071690185	0.0051576468	0.0074522495	0.0081220421	0.5275400000	0.0776210000	0.0550810000	0.0000000000	0.3923860000	0.0022440000	0	0	3.8745107651	4.2454223633	5.8351383209
289	11.5200000000	0.0072287126	0.0051648132	0.0074522495	0.0081093406	0.9756590000	0.0773910000	0.0616610000	0.0428880000	0.3913970000	0.4020700000	0	0	3.8830618858	4.2453570366	5.8417048454
290	11.5600000000	0.0072377468	0.0051719612	0.0074522495	0.0081010882	0.5804690000	0.0772450000	0.1093690000	0.0000000000	0.3912620000	0.0023890000	0	0	3.8913807869	4.2457695007	5.8474531174
291	11.6000000000	0.0072773378	0.0051791962	0.0074522495	0.0080909087	0.6224820000	0.0772910000	0.1063500000	0.0429480000	0.3932180000	0.0024260000	0	0	3.8989372253	4.2449045181	5.8545756340
292	11.6400000000	0.0072736288	0.0051863689	0.0074522495	0.0080787938	0.5349840000	0.0775240000	0.0642810000	0.0000000000	0.3907190000	0.0022540000	0	0	3.9069783688	4.2458882332	5.8603420258
293	11.6800000000	0.0072658053	0.0051934659	0.0074522495	0.0080650693	0.9553040000	0.0777260000	0.0444410000	0.0432890000	0.3896960000	0.3999420000	0	0	3.9139490128	4.2461404800	5.8672003746
294	11.7200000000	0.0073064989	0.0052006531	0.0074522495	0.0080527667	0.5243310000	0.0770480000	0.0552430000	0.0000010000	0.3894650000	0.0023530000	0	0	3.9200761318	4.2454543114	5.8745656013
295	11.7600000000	0.0072983028	0.0052077638	0.0074522495	0.0080448768	0.5569280000	0.0769790000	0.0438950000	0.0429280000	0.3905160000	0.0023730000	0	0	3.9257638454	4.2454032898	5.8815135956
296	11.8000000000	0.0072825886	0.0052147733	0.0074522495	0.0080358323	0.5146870000	0.0774570000	0.0443560000	0.0000010000	0.3904320000	0.0022350000	0	0	3.9316146374	4.2455763817	5.8880434036
297	11.8400000000	0.0073231547	0.0052218723	0.0074522495	0.0080273359	0.9676440000	0.0773280000	0.0539480000	0.0426020000	0.3914140000	0.4021450000	0	0	3.9365198612	4.2451448441	5.8955979347
298	11.8800000000	0.0073448555	0.0052289964	0.0074522495	0.0080228195	0.5270300000	0.0775620000	0.0528400000	0.0000010000	0.3940160000	0.0023900000	0	0	3.9414150715	4.2445263863	5.9035639763
299	11.9200000000	0.0073230099	0.0052359998	0.0074522495	0.0080138214	0.5733180000	0.0778910000	0.0562470000	0.0425560000	0.3940410000	0.0023480000	0	0	3.9464573860	4.2445235252	5.9116935730
300	11.9600000000	0.0073280609	0.0052429733	0.0074522495	0.0080012888	0.5298250000	0.0779320000	0.0540540000	0.0000000000	0.3952270000	0.0023940000	0	0	3.9514734745	4.2453432083	5.9199895859
301	12.0000000000	0.0073247417	0.0052498895	0.0074522495	0.0079882168	0.9722190000	0.0777600000	0.0532980000	0.0426290000	0.3942000000	0.4041050000	0	0	3.9561090469	4.2456231117	5.9292144775
302	12.0400000000	0.0073758853	0.0052569292	0.0074522495	0.0079775948	0.5273880000	0.0775640000	0.0529560000	0.0000000000	0.3943270000	0.0023240000	0	0	3.9600841999	4.2455153465	5.9391050339
303	12.0800000000	0.0073278230	0.0052637638	0.0074522495	0.0079716720	0.5715190000	0.0776620000	0.0525820000	0.0427150000	0.3959550000	0.0023880000	0	0	3.9642703533	4.2457637787	5.9490609169
304	12.1200000000	0.0074398522	0.0052709220	0.0074522495	0.0079706656	0.5464640000	0.0769800000	0.0709400000	0.0000000000	0.3960580000	0.0022700000	0	0	3.9682104588	4.2461347580	5.9593229294
305	12.1600000000	0.0073896488	0.0052778687	0.0074522495	0.0079677468	0.9766540000	0.0766830000	0.0528450000	0.0427980000	0.3969720000	0.4070930000	0	0	3.9718677998	4.2459445000	5.9706048965
306	12.2000000000	0.0074207559	0.0052848716	0.0074522495	0.0079611502	0.5320480000	0.0768480000	0.0552030000	0.0000010000	0.3974690000	0.0023030000	0	0	3.9754848480	4.2459397316	5.9821190834
307	12.2400000000	0.0074666901	0.0052919785	0.0074666901	0.0079630109	0.5755240000	0.0772010000	0.0547290000	0.0427820000	0.3982610000	0.0023350000	0	0	3.9787690639	4.2467131615	5.9937586784
308	12.2800000000	0.0074947071	0.0052991302	0.0074947071	0.0079670529	0.5227350000	0.0766860000	0.0444580000	0.0000000000	0.3991240000	0.0022490000	0	0	3.9814045429	4.2468442917	6.0053315163
309	12.3200000000	0.0074623125	0.0053061308	0.0074947071	0.0079784419	0.9889290000	0.0771660000	0.0554150000	0.0429420000	0.4016140000	0.4115640000	0	0	3.9833178520	4.2464199066	6.0162644386
310	12.3600000000	0.0075107105	0.0053132423	0.0075107105	0.0079974022	0.5444770000	0.0766910000	0.0620980000	0.0000000000	0.4030950000	0.0023490000	0	0	3.9849948883	4.2459454536	6.0282244682
311	12.4000000000	0.0075397096	0.0053204014	0.0075397096	0.0080113120	0.5910940000	0.0770650000	0.0642120000	0.0433660000	0.4039500000	0.0022760000	0	0	3.9872174263	4.2467899323	6.0390157700
312	12.4400000000	0.0075825392	0.0053276518	0.0075825392	0.0080484875	0.5368650000	0.0770330000	0.0533720000	0.0000010000	0.4039850000	0.0022430000	0	0	3.9895761013	4.2465453148	6.0628619194
313	12.4800000000	0.0075840126	0.0053348606	0.0075840126	0.0080423450	0.9927050000	0.0770280000	0.0527280000	0.0432870000	0.4049570000	0.4144840000	0	0	3.9901640415	4.2463455200	6.0736198425
314	12.5200000000	0.0076331748	0.0053421801	0.0076331748	0.0080346841	0.5355070000	0.0769060000	0.0524240000	0.0000000000	0.4036860000	0.0022690000	0	0	3.9902260303	4.2452583313	6.0861778259
315	12.5600000000	0.0076627689	0.0053495471	0.0076627689	0.0080350080	0.5821310000	0.0771660000	0.0524560000	0.0432620000	0.4065940000	0.0024040000	0	0	3.9906795025	4.2455143929	6.0975279808
316	12.6000000000	0.0076559964	0.0053568459	0.0076627689	0.0080248026	0.5382320000	0.0766730000	0.0547030000	0.0000010000	0.4043640000	0.0022700000	0	0	3.9908633232	4.2457528114	6.1096925735
317	12.6400000000	0.0076000774	0.0053639224	0.0076627689	0.0080122485	0.9966040000	0.0766560000	0.0525200000	0.0431640000	0.4105290000	0.4134970000	0	0	3.9905433655	4.2450342178	6.1213445663
318	12.6800000000	0.0076019154	0.0053709601	0.0076627689	0.0079996027	0.5341690000	0.0768450000	0.0524480000	0.0000000000	0.4022790000	0.0023520000	0	0	3.9899044037	4.2445130348	6.1327033043
319	12.7200000000	0.0075516575	0.0053777961	0.0076627689	0.0079870279	0.5841320000	0.0772150000	0.0614330000	0.0428410000	0.4000890000	0.0023260000	0	0	3.9891736507	4.2445731163	6.1427402496
320	12.7600000000	0.0075067328	0.0053844491	0.0076627689	0.0079745059	0.5843880000	0.0771380000	0.1062870000	0.0000010000	0.3984060000	0.0023270000	0	0	3.9879767895	4.2446594238	6.1529741287
321	12.8000000000	0.0074471394	0.0053908749	0.0076627689	0.0079644627	0.9870720000	0.0771220000	0.0637870000	0.0427340000	0.3976900000	0.4055110000	0	0	3.9858322144	4.2435078621	6.1637806892
322	12.8400000000	0.0073677176	0.0053970142	0.0076627689	0.0079542274	0.5286180000	0.0771170000	0.0548950000	0.0000010000	0.3939700000	0.0024060000	0	0	3.9841904640	4.2437772751	6.1732726097
323	12.8800000000	0.0073185833	0.0054029633	0.0076627689	0.0079453943	0.5686190000	0.0775610000	0.0548600000	0.0430770000	0.3905410000	0.0023500000	0	0	3.9822340012	4.2426195145	6.1820073128
324	12.9200000000	0.0072594946	0.0054086933	0.0076627689	0.0079340791	0.5197490000	0.0780090000	0.0526260000	0.0000010000	0.3866300000	0.0022280000	0	0	3.9802505970	4.2419195175	6.1912312508
325	12.9600000000	0.0071518151	0.0054140568	0.0076627689	0.0079220345	0.9599640000	0.0787760000	0.0626840000	0.0416260000	0.3842140000	0.3924340000	0	0	3.9788503647	4.2426457405	6.2003426552
326	13.0000000000	0.0071157739	0.0054192768	0.0076627689	0.0079104332	0.5220240000	0.0788120000	0.0527480000	0.0000010000	0.3878140000	0.0024160000	0	0	3.9768946171	4.2422628403	6.2076134682
327	13.0400000000	0.0071357801	0.0054245260	0.0076627689	0.0078996853	0.5750830000	0.0820690000	0.0632650000	0.0429640000	0.3841550000	0.0023970000	0	0	3.9749619961	4.2426605225	6.2173676491
328	13.0800000000	0.0071374890	0.0054297485	0.0076627689	0.0078887985	0.5084000000	0.0826060000	0.0511910000	0.0000010000	0.3720360000	0.0023310000	0	0	3.9744465351	4.2453622818	6.2239398956
329	13.1200000000	0.0070991991	0.0054348228	0.0076627689	0.0078773624	0.9996200000	0.1245970000	0.0482090000	0.0416260000	0.3848430000	0.4000970000	0	0	3.9728412628	4.2461037636	6.2330222130
330	13.1600000000	0.0070643243	0.0054397607	0.0076627689	0.0078665499	0.5201970000	0.0829080000	0.0593460000	0.0000010000	0.3752600000	0.0024470000	0	0	3.9709384441	4.2463316917	6.2410817146
331	13.2000000000	0.0071178414	0.0054448304	0.0076627689	0.0078550469	0.5433640000	0.0815710000	0.0540880000	0.0417030000	0.3632330000	0.0025140000	0	0	3.9692430496	4.2469496727	6.2511324883
332	13.2400000000	0.0072558019	0.0054502851	0.0076627689	0.0078453291	0.5811420000	0.1068400000	0.0576880000	0.0000010000	0.4138560000	0.0025200000	0	0	3.9674959183	4.2475519180	6.2597260475
333	13.2800000000	0.0072096349	0.0054555685	0.0076627689	0.0078345680	1.0092340000	0.0946420000	0.0753300000	0.0492530000	0.3671920000	0.4225670000	0	0	3.9653933048	4.2477545738	6.2690534592
334	13.3200000000	0.0072346549	0.0054608951	0.0076627689	0.0078233467	0.5246250000	0.0925040000	0.0660600000	0.0000010000	0.3633340000	0.0024710000	0	0	3.9631817341	4.2476758957	6.2770218849
335	13.3600000000	0.0072150007	0.0054661312	0.0076627689	0.0078118096	0.5172840000	0.0807380000	0.0436730000	0.0394710000	0.3505840000	0.0025780000	0	0	3.9611356258	4.2486381531	6.2856168747
336	13.4000000000	0.0072189872	0.0054713480	0.0076627689	0.0078002157	0.5114550000	0.0840900000	0.0589300000	0.0000010000	0.3656490000	0.0025150000	0	0	3.9596889019	4.2505207062	6.2934331894
337	13.4400000000	0.0072143795	0.0054765202	0.0076627689	0.0077988721	0.9505760000	0.0882660000	0.0487850000	0.0463700000	0.3515510000	0.4153330000	0	0	3.9580142498	4.2529163361	6.3008594513
338	13.4800000000	0.0072399084	0.0054817374	0.0076627689	0.0078049570	0.5218850000	0.1067820000	0.0463970000	0.0000010000	0.3647490000	0.0034230000	0	0	3.9562518597	4.2545413971	6.3070588112
339	13.5200000000	0.0072447229	0.0054869379	0.0076627689	0.0078208778	0.6511890000	0.0958280000	0.0594850000	0.0428100000	0.4471690000	0.0055160000	0	0	3.9538493156	4.2545394897	6.3125114441
340	13.5600000000	0.0072507169	0.0054921255	0.0076627689	0.0078173388	0.6746030000	0.1855990000	0.0687860000	0.0000010000	0.4172560000	0.0025230000	0	0	3.9514639378	4.2548909187	6.3176636696
341	13.6000000000	0.0072872741	0.0054973899	0.0076627689	0.0078106996	0.9873430000	0.0972700000	0.0727930000	0.0670070000	0.3618330000	0.3881830000	0	0	3.9493308067	4.2552785873	6.3225140572
342	13.6400000000	0.0072570872	0.0055025352	0.0076627689	0.0078023450	0.5529380000	0.0890430000	0.0792540000	0.0000010000	0.3814960000	0.0026950000	0	0	3.9472148418	4.2555971146	6.3280315399
343	13.6800000000	0.0073236814	0.0055078446	0.0076627689	0.0077913498	0.7288190000	0.1238320000	0.1078610000	0.1159180000	0.3776200000	0.0031470000	0	0	3.9453268051	4.2559208870	6.3327622414
344	13.7200000000	0.0073504359	0.0055132010	0.0076627689	0.0077801310	0.5407680000	0.0964010000	0.0622060000	0.0000000000	0.3772040000	0.0046160000	0	0	3.9442799091	4.2575616837	6.3382978439
345	13.7600000000	0.0073706242	0.0055185848	0.0076627689	0.0077722017	1.1327440000	0.1318510000	0.1097620000	0.0668250000	0.4154540000	0.4085760000	0	0	3.9424061775	4.2574424744	6.3437123299
346	13.8000000000	0.0073606237	0.0055239087	0.0076627689	0.0077664091	0.5648550000	0.1070520000	0.0541530000	0.0000010000	0.4005560000	0.0027350000	0	0	3.9407672882	4.2572979927	6.3487062454
347	13.8400000000	0.0073113427	0.0055290598	0.0076627689	0.0077556383	0.6113710000	0.1028450000	0.0636030000	0.0541780000	0.3876430000	0.0028240000	0	0	3.9383950233	4.2558760643	6.3533043861
348	13.8800000000	0.0072756214	0.0055340786	0.0076627689	0.0077451003	0.5769290000	0.0938990000	0.0721360000	0.0000010000	0.4076850000	0.0028320000	0	0	3.9378304482	4.2580494881	6.3590946198
349	13.9200000000	0.0072617154	0.0055390289	0.0076627689	0.0077421726	1.0730290000	0.1305470000	0.0668080000	0.0751760000	0.4637560000	0.3364070000	0	0	3.9361925125	4.2576866150	6.3648004532
350	13.9600000000	0.0072434186	0.0055438986	0.0076627689	0.0077340682	0.5223390000	0.0943870000	0.0717160000	0.0000010000	0.3516920000	0.0041770000	0	0	3.9341740608	4.2562904358	6.3736276627
351	14.0000000000	0.0070969337	0.0055483232	0.0076627689	0.0077239035	0.5695600000	0.1112730000	0.0780340000	0.0410460000	0.3356260000	0.0032380000	0	0	3.9339237213	4.2568340302	6.3782744408
352	14.0400000000	0.0070985453	0.0055527272	0.0076627689	0.0077156510	0.5114930000	0.1058050000	0.0654900000	0.0000000000	0.3374240000	0.0025090000	0	0	3.9333453178	4.2564272881	6.3830418587
353	14.0800000000	0.0070973034	0.0055571028	0.0076627689	0.0077047274	0.8977650000	0.0931800000	0.0877530000	0.0406410000	0.3042560000	0.3716610000	0	0	3.9330096245	4.2554168701	6.3873362541
354	14.1200000000	0.0071167722	0.0055615086	0.0076627689	0.0076938548	0.5229030000	0.1001440000	0.0634450000	0.0000000000	0.3556010000	0.0030790000	0	0	3.9333386421	4.2559657097	6.3921685219
355	14.1600000000	0.0071326909	0.0055659345	0.0076627689	0.0076833673	0.6962990000	0.1123830000	0.0668070000	0.0536080000	0.4600480000	0.0031320000	0	0	3.9328324795	4.2545471191	6.3969006538
356	14.2000000000	0.0070842579	0.0055701994	0.0076627689	0.0076747893	0.5825620000	0.1421090000	0.1050130000	0.0000010000	0.3315960000	0.0035380000	0	0	3.9331068993	4.2543325424	6.4015531540
357	14.2400000000	0.0070021180	0.0055742104	0.0076627689	0.0076644721	0.8491490000	0.1082930000	0.0715240000	0.0456280000	0.3107180000	0.3126900000	0	0	3.9333889484	4.2547664642	6.4071655273
358	14.2800000000	0.0070239045	0.0055782598	0.0076627689	0.0076544938	0.4879480000	0.1007700000	0.0797600000	0.0000000000	0.3019440000	0.0038430000	0	0	3.9331119061	4.2533917427	6.4125437737
359	14.3200000000	0.0070107710	0.0055822501	0.0076627689	0.0076453147	0.5422960000	0.1088170000	0.0751170000	0.0442030000	0.3109380000	0.0028720000	0	0	3.9324841499	4.2515754700	6.4179844856
360	14.3600000000	0.0069696219	0.0055861039	0.0076627689	0.0076369524	0.4621990000	0.0982700000	0.0711640000	0.0000010000	0.2890290000	0.0034000000	0	0	3.9323134422	4.2502422333	6.4240989685
361	14.4000000000	0.0069768042	0.0055899563	0.0076627689	0.0076334928	0.9804450000	0.0965070000	0.0711380000	0.0971730000	0.2901210000	0.4251680000	0	0	3.9322104454	4.2500591278	6.4305858612
362	14.4400000000	0.0069821794	0.0055938022	0.0076627689	0.0076273380	0.4675340000	0.1146770000	0.0533160000	0.0000010000	0.2966250000	0.0026400000	0	0	3.9322147369	4.2502670288	6.4370932579
363	14.4800000000	0.0069857878	0.0055976369	0.0076627689	0.0076171706	0.5195590000	0.0971450000	0.0725590000	0.0541960000	0.2927010000	0.0026660000	0	0	3.9323682785	4.2511520386	6.4442567825
364	14.5200000000	0.0069812750	0.0056014381	0.0076627689	0.0076075431	0.4686900000	0.0969260000	0.0776880000	0.0000010000	0.2909880000	0.0027240000	0	0	3.9320137501	4.2504825592	6.4514527321
365	14.5600000000	0.0070006009	0.0056052714	0.0076627689	0.0075974281	0.8045050000	0.0866320000	0.0902880000	0.0436170000	0.2860960000	0.2974430000	0	0	3.9314577579	4.2495641708	6.4584574699
366	14.6000000000	0.0070107733	0.0056091116	0.0076627689	0.0075870490	0.4789560000	0.1060140000	0.0712990000	0.0000010000	0.2981410000	0.0032160000	0	0	3.9313700199	4.2504720688	6.4662842751
367	14.6400000000	0.0070817950	0.0056131243	0.0076627689	0.0075768539	0.4975590000	0.1052620000	0.0851230000	0.0400260000	0.2634230000	0.0032990000	0	0	3.9314548969	4.2514376640	6.4735078812
368	14.6800000000	0.0071296813	0.0056172454	0.0076627689	0.0075691435	0.3990490000	0.0858110000	0.0548680000	0.0000000000	0.2556870000	0.0024160000	0	0	3.9312844276	4.2519574165	6.4812521935
369	14.7200000000	0.0071361098	0.0056213616	0.0076627689	0.0075689563	0.7266140000	0.0935450000	0.0921880000	0.0357680000	0.2484530000	0.2563940000	0	0	3.9305109978	4.2516884804	6.4886808395
370	14.7600000000	0.0071625384	0.0056255269	0.0076627689	0.0075670657	0.3946120000	0.0767330000	0.0715150000	0.0000010000	0.2431730000	0.0022240000	0	0	3.9303269386	4.2520580292	6.4966125488
371	14.8000000000	0.0071894312	0.0056297423	0.0076627689	0.0075613654	0.4203870000	0.0806550000	0.0543950000	0.0357740000	0.2470230000	0.0022720000	0	0	3.9303123951	4.2517518997	6.5037527084
372	14.8400000000	0.0071969805	0.0056339553	0.0076627689	0.0075576630	0.4234840000	0.0765480000	0.0623720000	0.0000000000	0.2811120000	0.0024930000	0	0	3.9301071167	4.2512269020	6.5107831955
373	14.8800000000	0.0072060931	0.0056381701	0.0076627689	0.0075583847	0.6967360000	0.0830710000	0.0462230000	0.0388710000	0.2521050000	0.2760330000	0	0	3.9299986362	4.2509851456	6.5180435181
374	14.9200000000	0.0072514424	0.0056424837	0.0076627689	0.0075551193	0.4038320000	0.0882650000	0.0638440000	0.0000010000	0.2492210000	0.0022240000	0	0	3.9298830032	4.2503099442	6.5252370834
375	14.9600000000	0.0072938399	0.0056468873	0.0076627689	0.0075578624	0.4401200000	0.0786650000	0.0630140000	0.0417190000	0.2540820000	0.0023740000	0	0	3.9301724434	4.2499403954	6.5321822166
376	15.0000000000	0.0073193358	0.0056513353	0.0076627689	0.0075573641	0.4516900000	0.0767170000	0.1061930000	0.0000010000	0.2656760000	0.0024470000	0	0	3.9311859608	4.2513103485	6.5395946503
377	15.0400000000	0.0073556160	0.0056558560	0.0076627689	0.0075502961	0.7371170000	0.0839430000	0.0523230000	0.0406760000	0.2829410000	0.2768990000	0	0	3.9335205555	4.2523975372	6.5526885986
378	15.0800000000	0.0074648526	0.0056606417	0.0076627689	0.0075403611	0.4787010000	0.0940140000	0.0686450000	0.0000010000	0.3133730000	0.0023920000	0	0	3.9355585575	4.2536468506	6.5589942932
379	15.1200000000	0.0074539180	0.0056653733	0.0076627689	0.0075304436	0.4668190000	0.0799170000	0.0538350000	0.0407550000	0.2892700000	0.0024420000	0	0	3.9374108315	4.2540788651	6.5646796227
