SLAMBench Report run started:	2020-02-23 09:07:44

Properties:
=================

frame-limit: 0
log-file: ./experiments/config-experiments/ICL2-KF-INT-00500.log
input: datasets/ICL_NUIM/living_room_traj2_loop.slam
load-slam-library: ./build/lib/libkfusion-cpp-library.dylib
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.001,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
load-filter-library: ./build/lib/libint-skip-flow-filter.dylib
compute-size-ratio: 1
integration-rate: 2
tracking-rate: 1
rendering-rate: 4
icp-threshold: 1e-05
mu: 0.1
volume-size: 8,8,8
volume-direction: 4,4,4
volume-resolution: 256,256,256
pyramid-level1: 10
pyramid-level2: 5
pyramid-level3: 4
skip-threshold: 0.005

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	Duration_Preprocessing	Duration_Tracking	Duration_Integration	Duration_Raycasting	Duration_Render	CPU_Memory	GPU_Memory	X	Y	Z
252	10.0400000000	0.0072192885	0.0048679843	0.0074522495	0.0081708345	0.5931750000	0.0802810000	0.0559880000	0.0000000000	0.4541870000	0.0025250000	0	0	3.4475769997	4.1975812912	5.6410908699
253	10.0800000000	0.0071596620	0.0048770424	0.0074522495	0.0081555432	1.1542200000	0.0901850000	0.0935750000	0.0520640000	0.4550340000	0.4630980000	0	0	3.4551205635	4.1944413185	5.6509113312
254	10.1200000000	0.0072314618	0.0048863117	0.0074522495	0.0081758110	0.5844730000	0.0823150000	0.0546160000	0.0000010000	0.4449360000	0.0024200000	0	0	3.4649107456	4.1983122826	5.6597952843
255	10.1600000000	0.0072321631	0.0048955111	0.0074522495	0.0081910585	0.6364950000	0.0811910000	0.0557850000	0.0461270000	0.4506300000	0.0025510000	0	0	3.4757940769	4.2051801682	5.6687030792
256	10.2000000000	0.0072652982	0.0049047681	0.0074522495	0.0081785639	0.5778150000	0.0806690000	0.0441560000	0.0000010000	0.4502590000	0.0025400000	0	0	3.4869959354	4.2101140022	5.6771597862
257	10.2400000000	0.0072123022	0.0049137469	0.0074522495	0.0081642828	1.0733380000	0.0811010000	0.0556620000	0.0458650000	0.4400480000	0.4504290000	0	0	3.4963631630	4.2097663879	5.6859660149
258	10.2800000000	0.0072267223	0.0049227119	0.0074522495	0.0081484280	0.5901750000	0.0822040000	0.0557160000	0.0000000000	0.4496400000	0.0024100000	0	0	3.5067136288	4.2148523331	5.6947937012
259	10.3200000000	0.0072493460	0.0049316950	0.0074522495	0.0081426005	0.6344450000	0.0819000000	0.0567610000	0.0475830000	0.4455220000	0.0024850000	0	0	3.5171959400	4.2187533379	5.7012019157
260	10.3600000000	0.0072519951	0.0049406192	0.0074522495	0.0081486277	0.5928170000	0.0788810000	0.0529170000	0.0000000000	0.4581580000	0.0026510000	0	0	3.5271730423	4.2203540802	5.7094364166
261	10.4000000000	0.0071925232	0.0049492472	0.0074522495	0.0081483464	1.1164300000	0.0828950000	0.0549550000	0.0584080000	0.4540960000	0.4658730000	0	0	3.5367360115	4.2198190689	5.7162728310
262	10.4400000000	0.0072121145	0.0049578841	0.0074522495	0.0081359642	0.5970080000	0.0809040000	0.0559250000	0.0000010000	0.4575230000	0.0024520000	0	0	3.5462644100	4.2201099396	5.7234826088
263	10.4800000000	0.0071829641	0.0049663445	0.0074522495	0.0081224943	0.6515820000	0.0827070000	0.0550460000	0.0508450000	0.4602950000	0.0024920000	0	0	3.5570573807	4.2215270996	5.7290954590
264	10.5200000000	0.0071723033	0.0049747004	0.0074522495	0.0081122195	0.6038490000	0.0788410000	0.0822000000	0.0000010000	0.4401510000	0.0024560000	0	0	3.5673718452	4.2211647034	5.7350811958
265	10.5600000000	0.0072257533	0.0049831950	0.0074522495	0.0080970975	1.0625210000	0.0784630000	0.0533500000	0.0457800000	0.4365690000	0.4481490000	0	0	3.5786204338	4.2230968475	5.7412815094
266	10.6000000000	0.0071348231	0.0049912838	0.0074522495	0.0080862935	0.5779880000	0.0800450000	0.0627330000	0.0000010000	0.4325500000	0.0024440000	0	0	3.5906050205	4.2253236771	5.7456026077
267	10.6400000000	0.0071600103	0.0049994064	0.0074522495	0.0080826050	0.6125060000	0.0781790000	0.0554650000	0.0454350000	0.4306660000	0.0025560000	0	0	3.6018710136	4.2244324684	5.7496213913
268	10.6800000000	0.0071790912	0.0050075395	0.0074522495	0.0080758414	0.5748260000	0.0779630000	0.0641140000	0.0000000000	0.4302670000	0.0022860000	0	0	3.6132102013	4.2238888741	5.7556648254
269	10.7200000000	0.0071298629	0.0050154292	0.0074522495	0.0080648639	1.0685510000	0.0780330000	0.0530160000	0.0454500000	0.4491880000	0.4426550000	0	0	3.6251096725	4.2236847878	5.7579913139
270	10.7600000000	0.0071178875	0.0050232161	0.0074522495	0.0080556089	0.5636210000	0.0780270000	0.0549880000	0.0000000000	0.4279570000	0.0024210000	0	0	3.6505076885	4.2284135818	5.7683362961
271	10.8000000000	0.0071071233	0.0050309058	0.0074522495	0.0080726399	0.6041550000	0.0779590000	0.0528950000	0.0450980000	0.4255770000	0.0024220000	0	0	3.6648347378	4.2321515083	5.7716712952
272	10.8400000000	0.0071172761	0.0050385762	0.0074522495	0.0081346054	0.5557500000	0.0776380000	0.0528120000	0.0000000000	0.4224230000	0.0026750000	0	0	3.6767871380	4.2302832603	5.7751111984
273	10.8800000000	0.0071191038	0.0050461972	0.0074522495	0.0081430508	1.0273140000	0.0779650000	0.0558330000	0.0447290000	0.4183690000	0.4302160000	0	0	3.6893951893	4.2310099602	5.7796678543
274	10.9200000000	0.0071475259	0.0050538663	0.0074522495	0.0081519186	0.5508850000	0.0775240000	0.0559750000	0.0000000000	0.4149200000	0.0022540000	0	0	3.7026751041	4.2322463989	5.7833566666
275	10.9600000000	0.0071270289	0.0050614051	0.0074522495	0.0081575686	0.5850960000	0.0778250000	0.0467340000	0.0444800000	0.4134830000	0.0023740000	0	0	3.7155640125	4.2321867943	5.7861218452
276	11.0000000000	0.0071478086	0.0050689645	0.0074522495	0.0081547609	0.5459070000	0.0773250000	0.0533180000	0.0000010000	0.4127430000	0.0023200000	0	0	3.7290294170	4.2340888977	5.7898845673
277	11.0400000000	0.0071679186	0.0050765420	0.0074522495	0.0081603469	1.0119230000	0.0797910000	0.0538140000	0.0443490000	0.4108770000	0.4228880000	0	0	3.7425992489	4.2355880737	5.7932372093
278	11.0800000000	0.0071917605	0.0050841507	0.0074522495	0.0081662166	0.5451020000	0.0772290000	0.0553110000	0.0000010000	0.4100380000	0.0023220000	0	0	3.7561869621	4.2373499870	5.7966256142
279	11.1200000000	0.0071720122	0.0050916340	0.0074522495	0.0081755353	0.5847790000	0.0775340000	0.0552040000	0.0439490000	0.4055570000	0.0023330000	0	0	3.7701401711	4.2390966415	5.8006148338
280	11.1600000000	0.0071711019	0.0050990607	0.0074522495	0.0081838433	0.5371720000	0.0773520000	0.0550590000	0.0000010000	0.4021440000	0.0024190000	0	0	3.7841420174	4.2415952682	5.8037881851
281	11.2000000000	0.0072021643	0.0051065451	0.0074522495	0.0081902042	0.9888080000	0.0769970000	0.0556070000	0.0436200000	0.4011850000	0.4111950000	0	0	3.7972922325	4.2424721718	5.8063907623
282	11.2400000000	0.0071795178	0.0051138960	0.0074522495	0.0081855298	0.5361990000	0.0769060000	0.0547640000	0.0000000000	0.4018790000	0.0024480000	0	0	3.8091387749	4.2414684296	5.8109889030
283	11.2800000000	0.0071693873	0.0051211592	0.0074522495	0.0081712240	0.5779050000	0.0774370000	0.0550950000	0.0436090000	0.3991290000	0.0024310000	0	0	3.8214337826	4.2427735329	5.8134727478
284	11.3200000000	0.0072012139	0.0051284834	0.0074522495	0.0081603374	0.5347400000	0.0771070000	0.0558950000	0.0000000000	0.3991970000	0.0023360000	0	0	3.8340234756	4.2448945045	5.8188323975
285	11.3600000000	0.0073052407	0.0051361211	0.0074522495	0.0081575776	0.9925440000	0.0776410000	0.0625030000	0.0432290000	0.3975770000	0.4113850000	0	0	3.8456349373	4.2461028099	5.8229665756
286	11.4000000000	0.0071966816	0.0051433259	0.0074522495	0.0081495123	0.5378400000	0.0774220000	0.0647500000	0.0000000000	0.3932200000	0.0022440000	0	0	3.8561344147	4.2459516525	5.8269910812
287	11.4400000000	0.0072420673	0.0051506386	0.0074522495	0.0081353365	0.5696740000	0.0780440000	0.0533810000	0.0432660000	0.3924510000	0.0023250000	0	0	3.8656661510	4.2456107140	5.8311882019
288	11.4800000000	0.0071690185	0.0051576468	0.0074522495	0.0081220421	0.5278320000	0.0774410000	0.0553490000	0.0000000000	0.3925250000	0.0023140000	0	0	3.8745107651	4.2454223633	5.8351383209
289	11.5200000000	0.0072287126	0.0051648132	0.0074522495	0.0081093406	0.9771380000	0.0772020000	0.0618650000	0.0430170000	0.3919970000	0.4028460000	0	0	3.8830618858	4.2453570366	5.8417048454
290	11.5600000000	0.0072377468	0.0051719612	0.0074522495	0.0081010882	0.5815390000	0.0772880000	0.1090800000	0.0000010000	0.3926760000	0.0022860000	0	0	3.8913807869	4.2457695007	5.8474531174
291	11.6000000000	0.0072773378	0.0051791962	0.0074522495	0.0080909087	0.6211420000	0.0771310000	0.1061890000	0.0426730000	0.3924910000	0.0024420000	0	0	3.8989372253	4.2449045181	5.8545756340
292	11.6400000000	0.0072736288	0.0051863689	0.0074522495	0.0080787938	0.5367760000	0.0772750000	0.0646880000	0.0000000000	0.3922130000	0.0023770000	0	0	3.9069783688	4.2458882332	5.8603420258
293	11.6800000000	0.0072658053	0.0051934659	0.0074522495	0.0080650693	0.9558850000	0.0773330000	0.0438500000	0.0426420000	0.3913160000	0.4005280000	0	0	3.9139490128	4.2461404800	5.8672003746
294	11.7200000000	0.0073064989	0.0052006531	0.0074522495	0.0080527667	0.5260030000	0.0772520000	0.0548510000	0.0000010000	0.3912790000	0.0024100000	0	0	3.9200761318	4.2454543114	5.8745656013
295	11.7600000000	0.0072983028	0.0052077638	0.0074522495	0.0080448768	0.5581760000	0.0772430000	0.0438580000	0.0426490000	0.3918710000	0.0023330000	0	0	3.9257638454	4.2454032898	5.8815135956
296	11.8000000000	0.0072825886	0.0052147733	0.0074522495	0.0080358323	0.5153450000	0.0767740000	0.0442970000	0.0000000000	0.3916760000	0.0023760000	0	0	3.9316146374	4.2455763817	5.8880434036
297	11.8400000000	0.0073231547	0.0052218723	0.0074522495	0.0080273359	0.9669040000	0.0771830000	0.0527580000	0.0429390000	0.3916770000	0.4021300000	0	0	3.9365198612	4.2451448441	5.8955979347
298	11.8800000000	0.0073448555	0.0052289964	0.0074522495	0.0080228195	0.5264350000	0.0770100000	0.0527590000	0.0000000000	0.3941840000	0.0022760000	0	0	3.9414150715	4.2445263863	5.9035639763
299	11.9200000000	0.0073230099	0.0052359998	0.0074522495	0.0080138214	0.5726400000	0.0770950000	0.0556610000	0.0432050000	0.3941560000	0.0022930000	0	0	3.9464573860	4.2445235252	5.9116935730
300	11.9600000000	0.0073280609	0.0052429733	0.0074522495	0.0080012888	0.5264500000	0.0776510000	0.0530880000	0.0000010000	0.3932880000	0.0022110000	0	0	3.9514734745	4.2453432083	5.9199895859
301	12.0000000000	0.0073247417	0.0052498895	0.0074522495	0.0079882168	0.9738650000	0.0775310000	0.0531200000	0.0428620000	0.3943000000	0.4058260000	0	0	3.9561090469	4.2456231117	5.9292144775
302	12.0400000000	0.0073758853	0.0052569292	0.0074522495	0.0079775948	0.5277800000	0.0777100000	0.0528510000	0.0000000000	0.3947660000	0.0022390000	0	0	3.9600841999	4.2455153465	5.9391050339
303	12.0800000000	0.0073278230	0.0052637638	0.0074522495	0.0079716720	0.5708220000	0.0776770000	0.0527550000	0.0427340000	0.3950710000	0.0023680000	0	0	3.9642703533	4.2457637787	5.9490609169
304	12.1200000000	0.0074398522	0.0052709220	0.0074522495	0.0079706656	0.5474850000	0.0766580000	0.0712350000	0.0000010000	0.3970870000	0.0022890000	0	0	3.9682104588	4.2461347580	5.9593229294
305	12.1600000000	0.0073896488	0.0052778687	0.0074522495	0.0079677468	0.9776380000	0.0769170000	0.0529730000	0.0428450000	0.3972480000	0.4074400000	0	0	3.9718677998	4.2459445000	5.9706048965
306	12.2000000000	0.0074207559	0.0052848716	0.0074522495	0.0079611502	0.5322540000	0.0764920000	0.0552140000	0.0000000000	0.3979610000	0.0023740000	0	0	3.9754848480	4.2459397316	5.9821190834
307	12.2400000000	0.0074666901	0.0052919785	0.0074666901	0.0079630109	0.5767530000	0.0771600000	0.0548670000	0.0429800000	0.3991160000	0.0023930000	0	0	3.9787690639	4.2467131615	5.9937586784
308	12.2800000000	0.0074947071	0.0052991302	0.0074947071	0.0079670529	0.5228010000	0.0767920000	0.0445340000	0.0000010000	0.3989460000	0.0023060000	0	0	3.9814045429	4.2468442917	6.0053315163
309	12.3200000000	0.0074623125	0.0053061308	0.0074947071	0.0079784419	0.9899310000	0.0767950000	0.0551850000	0.0429190000	0.4014390000	0.4133700000	0	0	3.9833178520	4.2464199066	6.0162644386
310	12.3600000000	0.0075107105	0.0053132423	0.0075107105	0.0079974022	0.5459600000	0.0782530000	0.0618200000	0.0000000000	0.4032730000	0.0023700000	0	0	3.9849948883	4.2459454536	6.0282244682
311	12.4000000000	0.0075397096	0.0053204014	0.0075397096	0.0080113120	0.6183520000	0.0793990000	0.0661940000	0.0447690000	0.4252180000	0.0025420000	0	0	3.9872174263	4.2467899323	6.0390157700
312	12.4400000000	0.0075825392	0.0053276518	0.0075825392	0.0080484875	0.5497140000	0.0804480000	0.0538380000	0.0000010000	0.4128750000	0.0023310000	0	0	3.9895761013	4.2465453148	6.0628619194
313	12.4800000000	0.0075840126	0.0053348606	0.0075840126	0.0080423450	1.0043390000	0.0775130000	0.0528190000	0.0433190000	0.4059700000	0.4244910000	0	0	3.9901640415	4.2463455200	6.0736198425
314	12.5200000000	0.0076331748	0.0053421801	0.0076331748	0.0080346841	0.5509060000	0.0791050000	0.0536920000	0.0000000000	0.4155910000	0.0022960000	0	0	3.9902260303	4.2452583313	6.0861778259
315	12.5600000000	0.0076627689	0.0053495471	0.0076627689	0.0080350080	0.6008240000	0.0778020000	0.0540070000	0.0449440000	0.4214670000	0.0023760000	0	0	3.9906795025	4.2455143929	6.0975279808
316	12.6000000000	0.0076559964	0.0053568459	0.0076627689	0.0080248026	0.5452340000	0.0766220000	0.0547120000	0.0000000000	0.4112580000	0.0024080000	0	0	3.9908633232	4.2457528114	6.1096925735
317	12.6400000000	0.0076000774	0.0053639224	0.0076627689	0.0080122485	1.0179840000	0.0784320000	0.0537090000	0.0442220000	0.4140770000	0.4273150000	0	0	3.9905433655	4.2450342178	6.1213445663
318	12.6800000000	0.0076019154	0.0053709601	0.0076627689	0.0079996027	0.5332690000	0.0768560000	0.0526220000	0.0000010000	0.4013430000	0.0022170000	0	0	3.9899044037	4.2445130348	6.1327033043
319	12.7200000000	0.0075516575	0.0053777961	0.0076627689	0.0079870279	0.5845630000	0.0769050000	0.0613640000	0.0430910000	0.4006420000	0.0023320000	0	0	3.9891736507	4.2445731163	6.1427402496
320	12.7600000000	0.0075067328	0.0053844491	0.0076627689	0.0079745059	0.5843380000	0.0766830000	0.1057860000	0.0000000000	0.3992550000	0.0023820000	0	0	3.9879767895	4.2446594238	6.1529741287
321	12.8000000000	0.0074471394	0.0053908749	0.0076627689	0.0079644627	0.9861140000	0.0771840000	0.0641210000	0.0427110000	0.3960250000	0.4058270000	0	0	3.9858322144	4.2435078621	6.1637806892
322	12.8400000000	0.0073677176	0.0053970142	0.0076627689	0.0079542274	0.5371500000	0.0771990000	0.0550160000	0.0000010000	0.4022700000	0.0024300000	0	0	3.9841904640	4.2437772751	6.1732726097
323	12.8800000000	0.0073185833	0.0054029633	0.0076627689	0.0079453943	0.5803980000	0.0805380000	0.0572210000	0.0434400000	0.3963900000	0.0025710000	0	0	3.9822340012	4.2426195145	6.1820073128
324	12.9200000000	0.0072594946	0.0054086933	0.0076627689	0.0079340791	0.5204500000	0.0784200000	0.0529370000	0.0000010000	0.3866050000	0.0022570000	0	0	3.9802505970	4.2419195175	6.1912312508
325	12.9600000000	0.0071518151	0.0054140568	0.0076627689	0.0079220345	0.9586970000	0.0790670000	0.0613640000	0.0417660000	0.3840450000	0.3922210000	0	0	3.9788503647	4.2426457405	6.2003426552
326	13.0000000000	0.0071157739	0.0054192768	0.0076627689	0.0079104332	0.5139900000	0.0788950000	0.0520860000	0.0000000000	0.3802850000	0.0024940000	0	0	3.9768946171	4.2422628403	6.2076134682
327	13.0400000000	0.0071357801	0.0054245260	0.0076627689	0.0078996853	0.5602940000	0.0792060000	0.0614070000	0.0411770000	0.3759990000	0.0022700000	0	0	3.9749619961	4.2426605225	6.2173676491
328	13.0800000000	0.0071374890	0.0054297485	0.0076627689	0.0078887985	0.5039140000	0.0804060000	0.0502450000	0.0000010000	0.3708010000	0.0022100000	0	0	3.9744465351	4.2453622818	6.2239398956
329	13.1200000000	0.0070991991	0.0054348228	0.0076627689	0.0078773624	0.9055950000	0.0795320000	0.0433470000	0.0406850000	0.3681630000	0.3736360000	0	0	3.9728412628	4.2461037636	6.2330222130
330	13.1600000000	0.0070643243	0.0054397607	0.0076627689	0.0078665499	0.4985510000	0.0793160000	0.0545390000	0.0000000000	0.3621580000	0.0023110000	0	0	3.9709384441	4.2463316917	6.2410817146
331	13.2000000000	0.0071178414	0.0054448304	0.0076627689	0.0078550469	0.5325410000	0.0792550000	0.0523070000	0.0402650000	0.3582140000	0.0022500000	0	0	3.9692430496	4.2469496727	6.2511324883
332	13.2400000000	0.0072558019	0.0054502851	0.0076627689	0.0078453291	0.4871520000	0.0788040000	0.0504010000	0.0000000000	0.3555190000	0.0021940000	0	0	3.9674959183	4.2475519180	6.2597260475
333	13.2800000000	0.0072096349	0.0054555685	0.0076627689	0.0078345680	0.8842000000	0.0792290000	0.0522740000	0.0397550000	0.3509190000	0.3617070000	0	0	3.9653933048	4.2477545738	6.2690534592
334	13.3200000000	0.0072346549	0.0054608951	0.0076627689	0.0078233467	0.4903600000	0.0804060000	0.0616190000	0.0000010000	0.3457480000	0.0023400000	0	0	3.9631817341	4.2476758957	6.2770218849
335	13.3600000000	0.0072150007	0.0054661312	0.0076627689	0.0078118096	0.5066310000	0.0792880000	0.0436340000	0.0395180000	0.3417030000	0.0022510000	0	0	3.9611356258	4.2486381531	6.2856168747
336	13.4000000000	0.0072189872	0.0054713480	0.0076627689	0.0078002157	0.4706070000	0.0787270000	0.0524910000	0.0000010000	0.3368890000	0.0022750000	0	0	3.9596889019	4.2505207062	6.2934331894
337	13.4400000000	0.0072143795	0.0054765202	0.0076627689	0.0077988721	0.8315420000	0.0784410000	0.0434670000	0.0390460000	0.3313450000	0.3390130000	0	0	3.9580142498	4.2529163361	6.3008594513
338	13.4800000000	0.0072399084	0.0054817374	0.0076627689	0.0078049570	0.4512000000	0.0781960000	0.0434500000	0.0000000000	0.3270730000	0.0022500000	0	0	3.9562518597	4.2545413971	6.3070588112
339	13.5200000000	0.0072447229	0.0054869379	0.0076627689	0.0078208778	0.4977170000	0.0778120000	0.0526600000	0.0387520000	0.3258010000	0.0024500000	0	0	3.9538493156	4.2545394897	6.3125114441
340	13.5600000000	0.0072507169	0.0054921255	0.0076627689	0.0078173388	0.4500040000	0.0778580000	0.0527360000	0.0000000000	0.3168140000	0.0023490000	0	0	3.9514639378	4.2548909187	6.3176636696
341	13.6000000000	0.0072872741	0.0054973899	0.0076627689	0.0078106996	0.7995580000	0.0776450000	0.0524360000	0.0380190000	0.3129090000	0.3183050000	0	0	3.9493308067	4.2552785873	6.3225140572
342	13.6400000000	0.0072570872	0.0055025352	0.0076627689	0.0078023450	0.4423210000	0.0771470000	0.0557330000	0.0000000000	0.3068920000	0.0022620000	0	0	3.9472148418	4.2555971146	6.3280315399
343	13.6800000000	0.0073236814	0.0055078446	0.0076627689	0.0077913498	0.4707660000	0.0768350000	0.0503460000	0.0380750000	0.3029080000	0.0022880000	0	0	3.9453268051	4.2559208870	6.3327622414
344	13.7200000000	0.0073504359	0.0055132010	0.0076627689	0.0077801310	0.4321500000	0.0767640000	0.0525950000	0.0000010000	0.3001320000	0.0024170000	0	0	3.9442799091	4.2575616837	6.3382978439
345	13.7600000000	0.0073706242	0.0055185848	0.0076627689	0.0077722017	0.7648340000	0.0777420000	0.0544810000	0.0371450000	0.2931630000	0.3020440000	0	0	3.9424061775	4.2574424744	6.3437123299
346	13.8000000000	0.0073606237	0.0055239087	0.0076627689	0.0077664091	0.4120190000	0.0775920000	0.0432690000	0.0000000000	0.2885270000	0.0023780000	0	0	3.9407672882	4.2572979927	6.3487062454
347	13.8400000000	0.0073113427	0.0055290598	0.0076627689	0.0077556383	0.4531380000	0.0765960000	0.0524990000	0.0370210000	0.2844680000	0.0023110000	0	0	3.9383950233	4.2558760643	6.3533043861
348	13.8800000000	0.0072756214	0.0055340786	0.0076627689	0.0077451003	0.4214410000	0.0760050000	0.0624520000	0.0000000000	0.2805440000	0.0021920000	0	0	3.9378304482	4.2580494881	6.3590946198
349	13.9200000000	0.0072617154	0.0055390289	0.0076627689	0.0077421726	0.7159840000	0.0767410000	0.0416910000	0.0367070000	0.2770320000	0.2835620000	0	0	3.9361925125	4.2576866150	6.3648004532
350	13.9600000000	0.0072434186	0.0055438986	0.0076627689	0.0077340682	0.4128720000	0.0765910000	0.0618580000	0.0000000000	0.2719470000	0.0022320000	0	0	3.9341740608	4.2562904358	6.3736276627
351	14.0000000000	0.0070969337	0.0055483232	0.0076627689	0.0077239035	0.4482900000	0.0764830000	0.0639110000	0.0364620000	0.2689340000	0.0022560000	0	0	3.9339237213	4.2568340302	6.3782744408
352	14.0400000000	0.0070985453	0.0055527272	0.0076627689	0.0077156510	0.3991580000	0.0759870000	0.0537250000	0.0000000000	0.2669450000	0.0022550000	0	0	3.9333453178	4.2564272881	6.3830418587
353	14.0800000000	0.0070973034	0.0055571028	0.0076627689	0.0077047274	0.7255720000	0.0765980000	0.0723290000	0.0367720000	0.2659330000	0.2736920000	0	0	3.9330096245	4.2554168701	6.3873362541
354	14.1200000000	0.0071167722	0.0055615086	0.0076627689	0.0076938548	0.3978470000	0.0763510000	0.0551960000	0.0000010000	0.2638420000	0.0022190000	0	0	3.9333386421	4.2559657097	6.3921685219
355	14.1600000000	0.0071326909	0.0055659345	0.0076627689	0.0076833673	0.4320700000	0.0765640000	0.0550210000	0.0362980000	0.2616580000	0.0022830000	0	0	3.9328324795	4.2545471191	6.3969006538
356	14.2000000000	0.0070842579	0.0055701994	0.0076627689	0.0076747893	0.4018270000	0.0772240000	0.0618960000	0.0000010000	0.2602690000	0.0021950000	0	0	3.9331068993	4.2543325424	6.4015531540
357	14.2400000000	0.0070021180	0.0055742104	0.0076627689	0.0076644721	0.6891900000	0.0762360000	0.0528360000	0.0360940000	0.2590100000	0.2647650000	0	0	3.9333889484	4.2547664642	6.4071655273
358	14.2800000000	0.0070239045	0.0055782598	0.0076627689	0.0076544938	0.3896770000	0.0768940000	0.0534510000	0.0000010000	0.2568480000	0.0022410000	0	0	3.9331119061	4.2533917427	6.4125437737
359	14.3200000000	0.0070107710	0.0055822501	0.0076627689	0.0076453147	0.4238270000	0.0765980000	0.0531200000	0.0362510000	0.2553530000	0.0022570000	0	0	3.9324841499	4.2515754700	6.4179844856
360	14.3600000000	0.0069696219	0.0055861039	0.0076627689	0.0076369524	0.3990330000	0.0771120000	0.0638210000	0.0000000000	0.2555160000	0.0023370000	0	0	3.9323134422	4.2502422333	6.4240989685
361	14.4000000000	0.0069768042	0.0055899563	0.0076627689	0.0076334928	0.6800770000	0.0761620000	0.0546930000	0.0359880000	0.2533950000	0.2595900000	0	0	3.9322104454	4.2500591278	6.4305858612
362	14.4400000000	0.0069821794	0.0055938022	0.0076627689	0.0076273380	0.3777430000	0.0766420000	0.0460660000	0.0000010000	0.2524700000	0.0023140000	0	0	3.9322147369	4.2502670288	6.4370932579
363	14.4800000000	0.0069857878	0.0055976369	0.0076627689	0.0076171706	0.4330190000	0.0773890000	0.0655250000	0.0366890000	0.2509180000	0.0022450000	0	0	3.9323682785	4.2511520386	6.4442567825
364	14.5200000000	0.0069812750	0.0056014381	0.0076627689	0.0076075431	0.4009050000	0.0760550000	0.0705010000	0.0000000000	0.2517330000	0.0023640000	0	0	3.9320137501	4.2504825592	6.4514527321
365	14.5600000000	0.0070006009	0.0056052714	0.0076627689	0.0075974281	0.7402830000	0.0814630000	0.0868050000	0.0388930000	0.2693070000	0.2635140000	0	0	3.9314577579	4.2495641708	6.4584574699
366	14.6000000000	0.0070107733	0.0056091116	0.0076627689	0.0075870490	0.4050370000	0.0813250000	0.0633660000	0.0000010000	0.2562100000	0.0038700000	0	0	3.9313700199	4.2504720688	6.4662842751
367	14.6400000000	0.0070817950	0.0056131243	0.0076627689	0.0075768539	0.4396230000	0.0877210000	0.0638140000	0.0363890000	0.2490140000	0.0024100000	0	0	3.9314548969	4.2514376640	6.4735078812
368	14.6800000000	0.0071296813	0.0056172454	0.0076627689	0.0075691435	0.3877760000	0.0785610000	0.0559130000	0.0000000000	0.2506440000	0.0023850000	0	0	3.9312844276	4.2519574165	6.4812521935
369	14.7200000000	0.0071361098	0.0056213616	0.0076627689	0.0075689563	0.7067070000	0.0804980000	0.0876880000	0.0431370000	0.2468930000	0.2482260000	0	0	3.9305109978	4.2516884804	6.4886808395
370	14.7600000000	0.0071625384	0.0056255269	0.0076627689	0.0075670657	0.3955320000	0.0792390000	0.0722290000	0.0000010000	0.2416360000	0.0021660000	0	0	3.9303269386	4.2520580292	6.4966125488
371	14.8000000000	0.0071894312	0.0056297423	0.0076627689	0.0075613654	0.4099770000	0.0763800000	0.0539960000	0.0358390000	0.2413850000	0.0021240000	0	0	3.9303123951	4.2517518997	6.5037527084
372	14.8400000000	0.0071969805	0.0056339553	0.0076627689	0.0075576630	0.3838670000	0.0767820000	0.0622060000	0.0000010000	0.2424980000	0.0021290000	0	0	3.9301071167	4.2512269020	6.5107831955
373	14.8800000000	0.0072060931	0.0056381701	0.0076627689	0.0075583847	0.6545990000	0.0783630000	0.0448430000	0.0359330000	0.2443190000	0.2508800000	0	0	3.9299986362	4.2509851456	6.5180435181
374	14.9200000000	0.0072514424	0.0056424837	0.0076627689	0.0075551193	0.4141790000	0.0765940000	0.0786270000	0.0000010000	0.2564150000	0.0022770000	0	0	3.9298830032	4.2503099442	6.5252370834
375	14.9600000000	0.0072938399	0.0056468873	0.0076627689	0.0075578624	0.4277150000	0.0769820000	0.0621320000	0.0359710000	0.2499830000	0.0023740000	0	0	3.9301724434	4.2499403954	6.5321822166
376	15.0000000000	0.0073193358	0.0056513353	0.0076627689	0.0075573641	0.4379810000	0.0780230000	0.1052310000	0.0000000000	0.2523170000	0.0021420000	0	0	3.9311859608	4.2513103485	6.5395946503
377	15.0400000000	0.0073556160	0.0056558560	0.0076627689	0.0075502961	0.7025410000	0.0785230000	0.0505290000	0.0375530000	0.2686110000	0.2670520000	0	0	3.9335205555	4.2523975372	6.5526885986
378	15.0800000000	0.0074648526	0.0056606417	0.0076627689	0.0075403611	0.3972150000	0.0770090000	0.0509560000	0.0000000000	0.2667160000	0.0022680000	0	0	3.9355585575	4.2536468506	6.5589942932
379	15.1200000000	0.0074539180	0.0056653733	0.0076627689	0.0075304436	0.4379330000	0.0772490000	0.0531740000	0.0372030000	0.2679680000	0.0020770000	0	0	3.9374108315	4.2540788651	6.5646796227
